source_row_index,rank,model,org,reasoning,avg_score,green_rate,red_rate,score_2,score_1,score_0,nonsense_count,error_count,eval_id,eval_row_id,eval_model_label,eval_variant_label,score_numeric,green_rate_numeric,red_rate_numeric,score_label,llm_chess_player,mapping_status,review_status,confidence,provider_or_family,version_or_release_clue,reasoning_or_system_config,eval_reasoning_kind,eval_reasoning_effort,llm_chess_reasoning_kind,llm_chess_reasoning_effort,reasoning_rule_applied,evidence_refs,rationale,open_questions,reviewer,has_numeric_score,made_accepted_mapping,joined_llm_chess_metric_row,made_metric_sample_pre_dedupe,survived_metric_dedupe,joined_llm_chess_row_with_non_null_elo,survived_elo_dedupe,metric_dedupe_kept_eval_row_id,elo_dedupe_kept_eval_row_id,has_llm_chess_match,has_llm_chess_elo,metric_drop_stage,metric_drop_side,metric_drop_reason,elo_drop_stage,elo_drop_side,elo_drop_reason,first_failed_stage,first_failed_side,first_failed_reason,provider_or_family_inferred
55,56,openrouter/hunter-alpha@reasoning=none,stealth,none,1.02,0.43,0.38,43,19,38,100,0,bullshit_bench,bullshit_bench:0055:openrouter_hunter_alpha_reasoning_none,openrouter/hunter-alpha@reasoning=none,openrouter/hunter-alpha@reasoning=none,1.02,0.43,0.38,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,stealth,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench openrouter/hunter-alpha reasoning=none.,Stealth/openrouter alpha model with no disclosed identity.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",stealth
56,57,openai/gpt-5.2@reasoning=high,openai,high,1.02,0.28,0.22,28,50,22,100,0,bullshit_bench,bullshit_bench:0056:openai_gpt_5_2_reasoning_high,openai/gpt-5.2@reasoning=high,openai/gpt-5.2@reasoning=high,1.02,0.28,0.22,BullshitBench avg_score,gpt-5.2-medium,variant-compatible,reviewed_2026_05,medium,openai,bullshit_bench_v2_2026_05,reasoning=high,reasoning_or_configured,high,reasoning,medium,reasoning_kind_match,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench openai/gpt-5.2 reasoning=high maps to elo gpt-5.2-medium with a reasoning-config caveat.,elo gpt-5.2 tiers are low/medium (no -high); the high reasoning row mapped to the -medium representative and 'none' to gpt-5.2-chat.,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,openai
57,58,openai/gpt-5.5-chat@reasoning=default,openai,default,1.0133,0.34,0.27,34,39,27,100,0,bullshit_bench,bullshit_bench:0057:openai_gpt_5_5_chat_reasoning_default,openai/gpt-5.5-chat@reasoning=default,openai/gpt-5.5-chat@reasoning=default,1.0133,0.34,0.27,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,openai,bullshit_bench_v2_2026_05,reasoning=default,unknown,,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench openai/gpt-5.5-chat reasoning=default.,No gpt-5.5-chat in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",openai
58,59,openai/gpt-5-codex@reasoning=default,openai,default,1.0067,0.39,0.35,39,26,35,100,0,bullshit_bench,bullshit_bench:0058:openai_gpt_5_codex_reasoning_default,openai/gpt-5-codex@reasoning=default,openai/gpt-5-codex@reasoning=default,1.0067,0.39,0.35,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,openai,bullshit_bench_v2_2026_05,reasoning=default,unknown,,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench openai/gpt-5-codex reasoning=default.,No gpt-5-codex in elo (only gpt-5.1/5.3 codex tiers).,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",openai
59,60,openai/gpt-5.2-codex@reasoning=xhigh,openai,xhigh,1.0067,0.39,0.33,39,28,33,100,0,bullshit_bench,bullshit_bench:0059:openai_gpt_5_2_codex_reasoning_xhigh,openai/gpt-5.2-codex@reasoning=xhigh,openai/gpt-5.2-codex@reasoning=xhigh,1.0067,0.39,0.33,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,openai,bullshit_bench_v2_2026_05,reasoning=xhigh,reasoning_or_configured,xhigh,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench openai/gpt-5.2-codex reasoning=xhigh.,No gpt-5.2-codex in elo (only gpt-5.1-codex and gpt-5.3-codex).,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",openai
60,61,anthropic/claude-opus-4@reasoning=default,anthropic,default,0.99,0.34,0.3,34,36,30,100,0,bullshit_bench,bullshit_bench:0060:anthropic_claude_opus_4_reasoning_default,anthropic/claude-opus-4@reasoning=default,anthropic/claude-opus-4@reasoning=default,0.99,0.34,0.3,BullshitBench avg_score,claude-opus-4,alias,reviewed_2026_05,high,anthropic,bullshit_bench_v2_2026_05,reasoning=default,unknown,,not_reasoning,,name_alias,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench anthropic/claude-opus-4 is the same model as elo claude-opus-4.,,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,anthropic
61,62,openai/gpt-5.4-mini@reasoning=high,openai,high,0.9833,0.32,0.31,32,37,31,100,0,bullshit_bench,bullshit_bench:0061:openai_gpt_5_4_mini_reasoning_high,openai/gpt-5.4-mini@reasoning=high,openai/gpt-5.4-mini@reasoning=high,0.9833,0.32,0.31,BullshitBench avg_score,gpt-5.4-mini-high,accepted,reviewed_2026_05,high,openai,bullshit_bench_v2_2026_05,reasoning=high,reasoning_or_configured,high,reasoning,high,effort_to_effort,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench reasoning=high matches the elo gpt-5.4-mini-high effort tier exactly.,elo gpt-5.4-mini has -high/-low only; xhigh and none rows have no tier.,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,openai
62,63,openai/gpt-5.2-codex@reasoning=high,openai,high,0.9733,0.37,0.36,37,27,36,100,0,bullshit_bench,bullshit_bench:0062:openai_gpt_5_2_codex_reasoning_high,openai/gpt-5.2-codex@reasoning=high,openai/gpt-5.2-codex@reasoning=high,0.9733,0.37,0.36,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,openai,bullshit_bench_v2_2026_05,reasoning=high,reasoning_or_configured,high,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench openai/gpt-5.2-codex reasoning=high.,No gpt-5.2-codex in elo (only gpt-5.1-codex and gpt-5.3-codex).,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",openai
63,64,moonshotai/kimi-k2.5@reasoning=high,moonshotai,high,0.9533,0.31,0.34,31,35,34,100,0,bullshit_bench,bullshit_bench:0063:moonshotai_kimi_k2_5_reasoning_high,moonshotai/kimi-k2.5@reasoning=high,moonshotai/kimi-k2.5@reasoning=high,0.9533,0.31,0.34,BullshitBench avg_score,kimi-k2.5,variant-compatible,reviewed_2026_05,medium,moonshotai,bullshit_bench_v2_2026_05,reasoning=high,reasoning_or_configured,high,reasoning,,reasoning_kind_match,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench moonshotai/kimi-k2.5 reasoning=high maps to elo kimi-k2.5 with a reasoning-config caveat.,none is a non-reasoning run with no counterpart; the reasoning kimi-k2.5 run carries the match.,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,moonshotai
64,65,google/gemini-3-pro-preview@reasoning=high,google,high,0.9433,0.36,0.41,36,23,41,100,0,bullshit_bench,bullshit_bench:0064:google_gemini_3_pro_preview_reasoning_high,google/gemini-3-pro-preview@reasoning=high,google/gemini-3-pro-preview@reasoning=high,0.9433,0.36,0.41,BullshitBench avg_score,gemini-3-pro-preview,variant-compatible,reviewed_2026_05,medium,google,bullshit_bench_v2_2026_05,reasoning=high,reasoning_or_configured,high,reasoning,,reasoning_kind_match,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench google/gemini-3-pro-preview reasoning=high maps to elo gemini-3-pro-preview with a reasoning-config caveat.,,cross_ref_bullshit_bench_2026_05,True,True,True,True,False,True,False,bullshit_bench:0039:google_gemini_3_pro_preview_reasoning_low,bullshit_bench:0039:google_gemini_3_pro_preview_reasoning_low,True,True,metric_analysis_rows_max_dedupe,dedupe,Another eval row for this LLM Chess player was kept after max-score metric dedupe: bullshit_bench:0039:google_gemini_3_pro_preview_reasoning_low.,elo_analysis_rows_max_dedupe,dedupe,Another eval row for this Elo-valid LLM Chess player was kept after max-score Elo dedupe: bullshit_bench:0039:google_gemini_3_pro_preview_reasoning_low.,metric_analysis_rows_max_dedupe,dedupe,Another eval row for this LLM Chess player was kept after max-score metric dedupe: bullshit_bench:0039:google_gemini_3_pro_preview_reasoning_low.,google
65,66,openai/gpt-5.4-mini@reasoning=none,openai,none,0.9433,0.32,0.32,32,36,32,100,0,bullshit_bench,bullshit_bench:0065:openai_gpt_5_4_mini_reasoning_none,openai/gpt-5.4-mini@reasoning=none,openai/gpt-5.4-mini@reasoning=none,0.9433,0.32,0.32,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,openai,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench openai/gpt-5.4-mini reasoning=none.,elo gpt-5.4-mini has -high/-low only; xhigh and none rows have no tier.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",openai
66,67,xiaomi/mimo-v2.5-pro@reasoning=none,xiaomi,none,0.9367,0.38,0.41,38,21,41,100,0,bullshit_bench,bullshit_bench:0066:xiaomi_mimo_v2_5_pro_reasoning_none,xiaomi/mimo-v2.5-pro@reasoning=none,xiaomi/mimo-v2.5-pro@reasoning=none,0.9367,0.38,0.41,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,xiaomi,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench xiaomi/mimo-v2.5-pro reasoning=none.,No Xiaomi MiMo models in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",xiaomi
67,68,openrouter/healer-alpha@reasoning=none,stealth,none,0.9167,0.37,0.43,37,20,43,100,0,bullshit_bench,bullshit_bench:0067:openrouter_healer_alpha_reasoning_none,openrouter/healer-alpha@reasoning=none,openrouter/healer-alpha@reasoning=none,0.9167,0.37,0.43,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,stealth,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench openrouter/healer-alpha reasoning=none.,Stealth/openrouter alpha model with no disclosed identity.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",stealth
68,69,openai/gpt-5.1@reasoning=default,openai,default,0.8767,0.25,0.31,25,44,31,100,0,bullshit_bench,bullshit_bench:0068:openai_gpt_5_1_reasoning_default,openai/gpt-5.1@reasoning=default,openai/gpt-5.1@reasoning=default,0.8767,0.25,0.31,BullshitBench avg_score,gpt-5.1-medium,variant-compatible,reviewed_2026_05,medium,openai,bullshit_bench_v2_2026_05,reasoning=default,unknown,,reasoning,medium,reasoning_kind_match,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench openai/gpt-5.1 reasoning=default maps to elo gpt-5.1-medium with a reasoning-config caveat.,'default' effort unspecified; mapped to the -medium representative tier.,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,openai
69,70,anthropic/claude-sonnet-4@reasoning=none,anthropic,none,0.87,0.29,0.42,29,29,42,100,0,bullshit_bench,bullshit_bench:0069:anthropic_claude_sonnet_4_reasoning_none,anthropic/claude-sonnet-4@reasoning=none,anthropic/claude-sonnet-4@reasoning=none,0.87,0.29,0.42,BullshitBench avg_score,claude-sonnet-4,variant-compatible,reviewed_2026_05,medium,anthropic,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,not_reasoning,,reasoning_kind_match,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench anthropic/claude-sonnet-4 reasoning=none maps to elo claude-sonnet-4 with a reasoning-config caveat.,,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,anthropic
70,71,xiaomi/mimo-v2.5@reasoning=xhigh,xiaomi,xhigh,0.8667,0.35,0.43,35,22,43,100,0,bullshit_bench,bullshit_bench:0070:xiaomi_mimo_v2_5_reasoning_xhigh,xiaomi/mimo-v2.5@reasoning=xhigh,xiaomi/mimo-v2.5@reasoning=xhigh,0.8667,0.35,0.43,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,xiaomi,bullshit_bench_v2_2026_05,reasoning=xhigh,reasoning_or_configured,xhigh,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench xiaomi/mimo-v2.5 reasoning=xhigh.,No Xiaomi MiMo models in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",xiaomi
71,72,google/gemini-3.1-pro-preview@reasoning=high,google,high,0.8667,0.31,0.46,31,23,46,100,0,bullshit_bench,bullshit_bench:0071:google_gemini_3_1_pro_preview_reasoning_high,google/gemini-3.1-pro-preview@reasoning=high,google/gemini-3.1-pro-preview@reasoning=high,0.8667,0.31,0.46,BullshitBench avg_score,gemini-3.1-pro-preview,variant-compatible,reviewed_2026_05,medium,google,bullshit_bench_v2_2026_05,reasoning=high,reasoning_or_configured,high,reasoning,,reasoning_kind_match,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench google/gemini-3.1-pro-preview reasoning=high maps to elo gemini-3.1-pro-preview with a reasoning-config caveat.,,cross_ref_bullshit_bench_2026_05,True,True,True,True,False,True,False,bullshit_bench:0051:google_gemini_3_1_pro_preview_reasoning_low,bullshit_bench:0051:google_gemini_3_1_pro_preview_reasoning_low,True,True,metric_analysis_rows_max_dedupe,dedupe,Another eval row for this LLM Chess player was kept after max-score metric dedupe: bullshit_bench:0051:google_gemini_3_1_pro_preview_reasoning_low.,elo_analysis_rows_max_dedupe,dedupe,Another eval row for this Elo-valid LLM Chess player was kept after max-score Elo dedupe: bullshit_bench:0051:google_gemini_3_1_pro_preview_reasoning_low.,metric_analysis_rows_max_dedupe,dedupe,Another eval row for this LLM Chess player was kept after max-score metric dedupe: bullshit_bench:0051:google_gemini_3_1_pro_preview_reasoning_low.,google
72,73,openrouter/hunter-alpha@reasoning=xhigh,stealth,xhigh,0.8633,0.35,0.45,35,20,45,100,0,bullshit_bench,bullshit_bench:0072:openrouter_hunter_alpha_reasoning_xhigh,openrouter/hunter-alpha@reasoning=xhigh,openrouter/hunter-alpha@reasoning=xhigh,0.8633,0.35,0.45,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,stealth,bullshit_bench_v2_2026_05,reasoning=xhigh,reasoning_or_configured,xhigh,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench openrouter/hunter-alpha reasoning=xhigh.,Stealth/openrouter alpha model with no disclosed identity.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",stealth
73,74,anthropic/claude-sonnet-4@reasoning=high,anthropic,high,0.8533,0.3,0.43,30,27,43,100,0,bullshit_bench,bullshit_bench:0073:anthropic_claude_sonnet_4_reasoning_high,anthropic/claude-sonnet-4@reasoning=high,anthropic/claude-sonnet-4@reasoning=high,0.8533,0.3,0.43,BullshitBench avg_score,claude-sonnet-4_thinking_16000,variant-compatible,reviewed_2026_05,medium,anthropic,bullshit_bench_v2_2026_05,reasoning=high,reasoning_or_configured,high,reasoning,thinking_16000,reasoning_kind_match,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench anthropic/claude-sonnet-4 reasoning=high maps to elo claude-sonnet-4_thinking_16000 with a reasoning-config caveat.,,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,anthropic
74,75,openai/gpt-5.1-codex@reasoning=default,openai,default,0.8433,0.32,0.43,32,25,43,100,0,bullshit_bench,bullshit_bench:0074:openai_gpt_5_1_codex_reasoning_default,openai/gpt-5.1-codex@reasoning=default,openai/gpt-5.1-codex@reasoning=default,0.8433,0.32,0.43,BullshitBench avg_score,gpt-5.1-codex-low,variant-compatible,reviewed_2026_05,medium,openai,bullshit_bench_v2_2026_05,reasoning=default,unknown,,reasoning,low,reasoning_kind_match,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench openai/gpt-5.1-codex reasoning=default maps to elo gpt-5.1-codex-low with a reasoning-config caveat.,elo gpt-5.1-codex exposes only the -low tier; 'default' mapped to it as the only available codex tier.,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,openai
75,76,meta-llama/llama-4-maverick@reasoning=default,meta,default,0.8333,0.28,0.42,28,30,42,100,0,bullshit_bench,bullshit_bench:0075:meta_llama_llama_4_maverick_reasoning_default,meta-llama/llama-4-maverick@reasoning=default,meta-llama/llama-4-maverick@reasoning=default,0.8333,0.28,0.42,BullshitBench avg_score,llama-4-maverick-17b-128e-instruct,alias,reviewed_2026_05,high,meta,bullshit_bench_v2_2026_05,reasoning=default,unknown,,not_reasoning,,name_alias,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench meta-llama/llama-4-maverick is the same model as elo llama-4-maverick-17b-128e-instruct.,,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,meta
76,77,openai/gpt-5.2-chat@reasoning=default,openai,default,0.83,0.27,0.4,27,33,40,100,0,bullshit_bench,bullshit_bench:0076:openai_gpt_5_2_chat_reasoning_default,openai/gpt-5.2-chat@reasoning=default,openai/gpt-5.2-chat@reasoning=default,0.83,0.27,0.4,BullshitBench avg_score,gpt-5.2-chat,alias,reviewed_2026_05,high,openai,bullshit_bench_v2_2026_05,reasoning=default,unknown,,not_reasoning,,name_alias,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench openai/gpt-5.2-chat is the same model as elo gpt-5.2-chat.,,cross_ref_bullshit_bench_2026_05,True,True,True,True,False,True,False,bullshit_bench:0045:openai_gpt_5_2_reasoning_none,bullshit_bench:0045:openai_gpt_5_2_reasoning_none,True,True,metric_analysis_rows_max_dedupe,dedupe,Another eval row for this LLM Chess player was kept after max-score metric dedupe: bullshit_bench:0045:openai_gpt_5_2_reasoning_none.,elo_analysis_rows_max_dedupe,dedupe,Another eval row for this Elo-valid LLM Chess player was kept after max-score Elo dedupe: bullshit_bench:0045:openai_gpt_5_2_reasoning_none.,metric_analysis_rows_max_dedupe,dedupe,Another eval row for this LLM Chess player was kept after max-score metric dedupe: bullshit_bench:0045:openai_gpt_5_2_reasoning_none.,openai
77,78,openai/gpt-5.3-codex@reasoning=low,openai,low,0.83,0.24,0.37,24,39,37,100,0,bullshit_bench,bullshit_bench:0077:openai_gpt_5_3_codex_reasoning_low,openai/gpt-5.3-codex@reasoning=low,openai/gpt-5.3-codex@reasoning=low,0.83,0.24,0.37,BullshitBench avg_score,gpt-5.3-codex-medium,variant-compatible,reviewed_2026_05,medium,openai,bullshit_bench_v2_2026_05,reasoning=low,reasoning_or_configured,low,reasoning,medium,reasoning_kind_match,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench openai/gpt-5.3-codex reasoning=low maps to elo gpt-5.3-codex-medium with a reasoning-config caveat.,elo exposes only gpt-5.3-codex-medium; low/high/xhigh reasoning rows collapsed to that tier.,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,openai
78,79,openai/gpt-5@reasoning=default,openai,default,0.82,0.21,0.37,21,42,37,100,0,bullshit_bench,bullshit_bench:0078:openai_gpt_5_reasoning_default,openai/gpt-5@reasoning=default,openai/gpt-5@reasoning=default,0.82,0.21,0.37,BullshitBench avg_score,gpt-5-medium,variant-compatible,reviewed_2026_05,medium,openai,bullshit_bench_v2_2026_05,reasoning=default,unknown,,reasoning,medium,reasoning_kind_match,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench openai/gpt-5 reasoning=default maps to elo gpt-5-medium with a reasoning-config caveat.,'default' effort unspecified; mapped to the -medium representative tier.,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,openai
79,80,z-ai/glm-5-turbo@reasoning=high,z-ai,high,0.78,0.31,0.52,31,17,52,100,0,bullshit_bench,bullshit_bench:0079:z_ai_glm_5_turbo_reasoning_high,z-ai/glm-5-turbo@reasoning=high,z-ai/glm-5-turbo@reasoning=high,0.78,0.31,0.52,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,z-ai,bullshit_bench_v2_2026_05,reasoning=high,reasoning_or_configured,high,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench z-ai/glm-5-turbo reasoning=high.,glm-5-turbo is a distinct variant from zai.glm-5 in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",z-ai
80,81,nvidia/nemotron-3-super-120b-a12b@reasoning=none,nvidia,none,0.77,0.31,0.57,31,12,57,100,0,bullshit_bench,bullshit_bench:0080:nvidia_nemotron_3_super_120b_a12b_reasoning_none,nvidia/nemotron-3-super-120b-a12b@reasoning=none,nvidia/nemotron-3-super-120b-a12b@reasoning=none,0.77,0.31,0.57,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,nvidia,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench nvidia/nemotron-3-super-120b-a12b reasoning=none.,"Only a local nemotron-3-nano quant in elo, not the 120B Super model.",cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",nvidia
81,82,google/gemma-4-31b-it@reasoning=high,google,high,0.74,0.25,0.51,25,24,51,100,0,bullshit_bench,bullshit_bench:0081:google_gemma_4_31b_it_reasoning_high,google/gemma-4-31b-it@reasoning=high,google/gemma-4-31b-it@reasoning=high,0.74,0.25,0.51,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,google,bullshit_bench_v2_2026_05,reasoning=high,reasoning_or_configured,high,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench google/gemma-4-31b-it reasoning=high.,No Gemma 4 family in elo (only Gemma 2/3).,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",google
82,83,z-ai/glm-5@reasoning=high,z-ai,high,0.7267,0.28,0.53,28,19,53,100,0,bullshit_bench,bullshit_bench:0082:z_ai_glm_5_reasoning_high,z-ai/glm-5@reasoning=high,z-ai/glm-5@reasoning=high,0.7267,0.28,0.53,BullshitBench avg_score,zai.glm-5,variant-compatible,reviewed_2026_05,medium,z-ai,bullshit_bench_v2_2026_05,reasoning=high,reasoning_or_configured,high,reasoning,,reasoning_kind_match,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench z-ai/glm-5 reasoning=high maps to elo zai.glm-5 with a reasoning-config caveat.,none is a non-reasoning run with no counterpart; the high reasoning row carries the match to zai.glm-5.,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,z-ai
