source_row_index,Model,Score,90% CI,llm_chess_model,eci_ci_low,eci_ci_high,eci_ci90_half_width,eval_id,eval_row_id,eval_model_label,eval_variant_label,score_numeric,score_label,source_llm_chess_model,llm_chess_player,mapping_status,review_status,confidence,provider_or_family,version_or_release_clue,reasoning_or_system_config,eval_reasoning_kind,eval_reasoning_effort,llm_chess_reasoning_kind,llm_chess_reasoning_effort,reasoning_rule_applied,evidence_refs,rationale,open_questions,reviewer,source_llm_chess_model_mapping,has_numeric_score,made_accepted_mapping,joined_llm_chess_metric_row,made_metric_sample_pre_dedupe,survived_metric_dedupe,joined_llm_chess_row_with_non_null_elo,survived_elo_dedupe,metric_dedupe_kept_eval_row_id,elo_dedupe_kept_eval_row_id,has_llm_chess_match,has_llm_chess_elo,metric_drop_stage,metric_drop_side,metric_drop_reason,elo_drop_stage,elo_drop_side,elo_drop_reason,first_failed_stage,first_failed_side,first_failed_reason
72,Claude Sonnet 4,142,(139 - 144),claude-sonnet-4_thinking_16000,139.0,144.0,2.5,eci,eci:0072,Claude Sonnet 4,Claude Sonnet 4,142,ECI,claude-sonnet-4_thinking_16000,claude-sonnet-4_thinking_16000,accepted,qa_passed,seed-medium,Claude,legacy_bridge_column,,unknown,,reasoning,thinking_16000,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,claude-sonnet-4_thinking_16000,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
73,DeepSeek-R1 (May 2025),142,(140 - 143),deepseek-r1-0528,140.0,143.0,1.5,eci,eci:0073,DeepSeek-R1 (May 2025),DeepSeek-R1 (May 2025),142,ECI,deepseek-r1-0528,deepseek-r1-0528,accepted,qa_passed,seed-medium,DeepSeek,legacy_bridge_column,,unknown,,reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,deepseek-r1-0528,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
74,Gemma 4 31B IT,142,(131 - 146),,131.0,146.0,7.5,eci,eci:0074,Gemma 4 31B IT,Gemma 4 31B IT,142,ECI,,,unmatched,reviewed_2026_07_eci_refresh,none,Gemma,epoch_eci_refresh_2026_07,,unknown,,,,,epoch_eci_scores_csv_2026_07_28; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"New in the 2026-07 ECI refresh. No LLM Chess counterpart exists, so there is nothing to map; the row stays visible in coverage and out of every statistic.",No Gemma 4 run in LLM Chess; the Gemma inventory reaches Gemma 3.,cross_ref_eci_refresh_2026_07,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
75,Claude 3.7 Sonnet,142,(139 - 143),claude-3-7-sonnet_thinking_10000,139.0,143.0,2.0,eci,eci:0075,Claude 3.7 Sonnet,Claude 3.7 Sonnet,142,ECI,claude-3-7-sonnet_thinking_10000,claude-3-7-sonnet_thinking_10000,accepted,qa_passed,seed-medium,Claude 3,legacy_bridge_column,,unknown,,reasoning,thinking_10000,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,claude-3-7-sonnet_thinking_10000,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
76,o3-mini,141,(139 - 143),o3-mini-high,139.0,143.0,2.0,eci,eci:0076,o3-mini,o3-mini,141,ECI,o3-mini-high,o3-mini-high,accepted,qa_passed,seed-medium,o3,legacy_bridge_column,,unknown,,reasoning,high,assume-highest,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,o3-mini-high,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
77,Grok-3 mini,141,(138 - 143),grok-3-mini-beta-high,138.0,143.0,2.5,eci,eci:0077,Grok-3 mini,Grok-3 mini,141,ECI,grok-3-mini-beta-high,grok-3-mini-beta-high,accepted,qa_passed,seed-medium,Grok,legacy_bridge_column,,unknown,,reasoning,high,assume-highest,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,grok-3-mini-beta-high,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
78,GLM-4.6,141,(136 - 143),,136.0,143.0,3.5,eci,eci:0078,GLM-4.6,GLM-4.6,141,ECI,,,unmatched,qa_passed,low,GLM-4,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
79,GPT-5 nano,141,(136 - 143),gpt-5-nano-high,136.0,143.0,3.5,eci,eci:0079,GPT-5 nano,GPT-5 nano,141,ECI,gpt-5-nano-high,gpt-5-nano-high,accepted,qa_passed,seed-medium,GPT,legacy_bridge_column,,unknown,,reasoning,high,assume-highest,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gpt-5-nano-high,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
80,Gemini 2.5 Flash (Apr 2025),141,(137 - 143),gemini-2.5-flash,137.0,143.0,3.0,eci,eci:0080,Gemini 2.5 Flash (Apr 2025),Gemini 2.5 Flash (Apr 2025),141,ECI,gemini-2.5-flash,gemini-2.5-flash,accepted,qa_passed,seed-medium,Gemini 2,legacy_bridge_column,,unknown,,reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gemini-2.5-flash,True,True,True,True,False,True,False,eci:0066,eci:0066,True,True,metric_analysis_rows_max_dedupe,dedupe,Another eval row for this LLM Chess player was kept after max-score metric dedupe: eci:0066.,elo_analysis_rows_max_dedupe,dedupe,Another eval row for this Elo-valid LLM Chess player was kept after max-score Elo dedupe: eci:0066.,metric_analysis_rows_max_dedupe,dedupe,Another eval row for this LLM Chess player was kept after max-score metric dedupe: eci:0066.
81,gpt-oss-120b,141,(136 - 143),gpt-oss-120b-high,136.0,143.0,3.5,eci,eci:0081,gpt-oss-120b,gpt-oss-120b,141,ECI,gpt-oss-120b-high,gpt-oss-120b-high,accepted,qa_passed,seed-medium,gpt,legacy_bridge_column,,unknown,,reasoning,high,assume-highest,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gpt-oss-120b-high,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
82,Kimi K2 (Jul 2025),140,(137 - 142),,137.0,142.0,2.5,eci,eci:0082,Kimi K2 (Jul 2025),Kimi K2 (Jul 2025),140,ECI,,kimi-k2-instruct,accepted,reviewed_2026_07_eci_refresh,high,Kimi,epoch_eci_refresh_2026_07,,unknown,,not_reasoning,,,epoch_eci_scores_csv_2026_07_28; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"Epoch's 'Kimi K2 (Jul 2025)' is the original Kimi-K2-Instruct release, which is exactly what kimi-k2-instruct (date_released 2025-07) is; bullshit_bench already maps moonshotai/kimi-k2 to it. Both sides are non-reasoning, so no reasoning clause applies. The prior unmatched status came from legacy bridge-column seeding rather than a reviewed identity judgement.","Epoch's separate 'Kimi K2 (Sep 2025)' row (the 0905 checkpoint) was dropped upstream in this refresh, so the two K2 checkpoints no longer compete for this player.",cross_ref_eci_refresh_2026_07,,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
83,Gemini 2.5 Flash (Jun 2025),140,(137 - 142),gemini-2.5-flash,137.0,142.0,2.5,eci,eci:0083,Gemini 2.5 Flash (Jun 2025),Gemini 2.5 Flash (Jun 2025),140,ECI,gemini-2.5-flash,gemini-2.5-flash,accepted,qa_passed,seed-medium,Gemini 2,legacy_bridge_column,,unknown,,reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gemini-2.5-flash,True,True,True,True,False,True,False,eci:0066,eci:0066,True,True,metric_analysis_rows_max_dedupe,dedupe,Another eval row for this LLM Chess player was kept after max-score metric dedupe: eci:0066.,elo_analysis_rows_max_dedupe,dedupe,Another eval row for this Elo-valid LLM Chess player was kept after max-score Elo dedupe: eci:0066.,metric_analysis_rows_max_dedupe,dedupe,Another eval row for this LLM Chess player was kept after max-score metric dedupe: eci:0066.
84,DeepSeek-R1,140,(137 - 141),deepseek-r1,137.0,141.0,2.0,eci,eci:0084,DeepSeek-R1,DeepSeek-R1,140,ECI,deepseek-r1,deepseek-r1,accepted,qa_passed,seed-medium,DeepSeek,legacy_bridge_column,,unknown,,reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,deepseek-r1,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
85,Qwen3-235B-A22B,140,(135 - 141),,135.0,141.0,3.0,eci,eci:0085,Qwen3-235B-A22B,Qwen3-235B-A22B,140,ECI,,,unmatched,qa_passed,low,Qwen3,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
86,Grok 3,139,(136 - 140),grok-3-beta,136.0,140.0,2.0,eci,eci:0086,Grok 3,Grok 3,139,ECI,grok-3-beta,grok-3-beta,accepted,qa_passed,seed-medium,Grok,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,grok-3-beta,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
87,Qwen3-235B-A22B-Instruct (Jul 2025),139,(135 - 141),qwen-3-235b-a22b-instruct-2507,135.0,141.0,3.0,eci,eci:0087,Qwen3-235B-A22B-Instruct (Jul 2025),Qwen3-235B-A22B-Instruct (Jul 2025),139,ECI,qwen-3-235b-a22b-instruct-2507,qwen-3-235b-a22b-instruct-2507,accepted,qa_passed,seed-medium,Qwen3,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,qwen-3-235b-a22b-instruct-2507,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
88,GPT-4.5,138,(135 - 139),gpt-4.5-preview,135.0,139.0,2.0,eci,eci:0088,GPT-4.5,GPT-4.5,138,ECI,gpt-4.5-preview,gpt-4.5-preview,accepted,qa_passed,seed-medium,GPT-4,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gpt-4.5-preview,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
89,GPT-4.1,137,(134 - 139),gpt-4.1,134.0,139.0,2.5,eci,eci:0089,GPT-4.1,GPT-4.1,137,ECI,gpt-4.1,gpt-4.1,accepted,qa_passed,seed-medium,GPT-4,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gpt-4.1,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
90,DeepSeek-V3 (Mar 2025),137,(134 - 139),deepseek-v3-0324,134.0,139.0,2.5,eci,eci:0090,DeepSeek-V3 (Mar 2025),DeepSeek-V3 (Mar 2025),137,ECI,deepseek-v3-0324,deepseek-v3-0324,accepted,qa_passed,seed-medium,DeepSeek,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,deepseek-v3-0324,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
91,o1-mini,137,(133 - 138),o1-mini,133.0,138.0,2.5,eci,eci:0091,o1-mini,o1-mini,137,ECI,o1-mini,o1-mini,accepted,qa_passed,seed-medium,o1,legacy_bridge_column,,unknown,,reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,o1-mini,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
92,Gemini 2.0 Flash Thinking (Jan 2025),136,(131 - 139),gemini-2.0-flash-thinking-exp-01-21,131.0,139.0,4.0,eci,eci:0092,Gemini 2.0 Flash Thinking (Jan 2025),Gemini 2.0 Flash Thinking (Jan 2025),136,ECI,gemini-2.0-flash-thinking-exp-01-21,gemini-2.0-flash-thinking-exp-01-21,accepted,qa_passed,seed-medium,Gemini 2,legacy_bridge_column,,unknown,,reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gemini-2.0-flash-thinking-exp-01-21,True,True,True,True,True,False,False,,,True,False,,,,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.
93,o1-preview,136,(132 - 140),o1-preview,132.0,140.0,4.0,eci,eci:0093,o1-preview,o1-preview,136,ECI,o1-preview,o1-preview,accepted,qa_passed,seed-medium,o1,legacy_bridge_column,,unknown,,reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,o1-preview,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
94,GPT-4.1 mini,136,(132 - 137),gpt-4.1-mini,132.0,137.0,2.5,eci,eci:0094,GPT-4.1 mini,GPT-4.1 mini,136,ECI,gpt-4.1-mini,gpt-4.1-mini,accepted,qa_passed,seed-medium,GPT-4,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gpt-4.1-mini,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
95,Gemini 2.0 Flash (Feb 2025),136,(133 - 137),gemini-2.0-flash-001,133.0,137.0,2.0,eci,eci:0095,Gemini 2.0 Flash (Feb 2025),Gemini 2.0 Flash (Feb 2025),136,ECI,gemini-2.0-flash-001,gemini-2.0-flash-001,accepted,qa_passed,seed-medium,Gemini 2,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gemini-2.0-flash-001,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
96,Gemini 2.0 Pro,136,(132 - 137),,132.0,137.0,2.5,eci,eci:0096,Gemini 2.0 Pro,Gemini 2.0 Pro,136,ECI,,,unmatched,qa_passed,low,Gemini 2,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
97,Mistral Medium 3,135,(132 - 137),,132.0,137.0,2.5,eci,eci:0097,Mistral Medium 3,Mistral Medium 3,135,ECI,,,unmatched,qa_passed,low,Mistral,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
98,Gemini 2.0 Flash (Dec 2024),135,(125 - 137),gemini-2.0-flash-001,125.0,137.0,6.0,eci,eci:0098,Gemini 2.0 Flash (Dec 2024),Gemini 2.0 Flash (Dec 2024),135,ECI,gemini-2.0-flash-001,gemini-2.0-flash-001,accepted,qa_passed,seed-medium,Gemini 2,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gemini-2.0-flash-001,True,True,True,True,False,True,False,eci:0095,eci:0095,True,True,metric_analysis_rows_max_dedupe,dedupe,Another eval row for this LLM Chess player was kept after max-score metric dedupe: eci:0095.,elo_analysis_rows_max_dedupe,dedupe,Another eval row for this Elo-valid LLM Chess player was kept after max-score Elo dedupe: eci:0095.,metric_analysis_rows_max_dedupe,dedupe,Another eval row for this LLM Chess player was kept after max-score metric dedupe: eci:0095.
99,Claude 3.5 Sonnet (October 2024),134,(130 - 139),claude-3-5-sonnet-v2,130.0,139.0,4.5,eci,eci:0099,Claude 3.5 Sonnet (October 2024),Claude 3.5 Sonnet (October 2024),134,ECI,claude-3-5-sonnet-v2,claude-3-5-sonnet-v2,accepted,qa_passed,seed-medium,Claude 3,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,claude-3-5-sonnet-v2,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
100,Qwen2.5-Max,133,(129 - 136),qwen-max,129.0,136.0,3.5,eci,eci:0100,Qwen2.5-Max,Qwen2.5-Max,133,ECI,qwen-max,qwen-max,accepted,qa_passed,seed-medium,Qwen2,legacy_bridge_column,,unknown,,not_reasoning,max,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,qwen-max,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
101,Magistral Small 1.1,133,(128 - 135),magistral-small,128.0,135.0,3.5,eci,eci:0101,Magistral Small 1.1,Magistral Small 1.1,133,ECI,magistral-small,magistral-small,accepted,qa_passed,seed-medium,Magistral Small 1,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,magistral-small,True,True,True,True,True,False,False,,,True,False,,,,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.
102,Llama 4 Maverick,133,(129 - 135),llama-4-maverick-17b-128e-instruct,129.0,135.0,3.0,eci,eci:0102,Llama 4 Maverick,Llama 4 Maverick,133,ECI,llama-4-maverick-17b-128e-instruct,llama-4-maverick-17b-128e-instruct,accepted,qa_passed,seed-medium,Llama,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,llama-4-maverick-17b-128e-instruct,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
103,DeepSeek-V3,133,(129 - 136),deepseek-v3,129.0,136.0,3.5,eci,eci:0103,DeepSeek-V3,DeepSeek-V3,133,ECI,deepseek-v3,deepseek-v3,accepted,qa_passed,seed-medium,DeepSeek,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,deepseek-v3,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
104,Gemini 1.5 Pro (Sept 2024),133,(128 - 134),gemini-1.5-pro-preview,128.0,134.0,3.0,eci,eci:0104,Gemini 1.5 Pro (Sept 2024),Gemini 1.5 Pro (Sept 2024),133,ECI,gemini-1.5-pro-preview,gemini-1.5-pro-preview,accepted,qa_passed,seed-medium,Gemini 1,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gemini-1.5-pro-preview,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
105,Phi-4,131,(125 - 133),phi-4,125.0,133.0,4.0,eci,eci:0105,Phi-4,Phi-4,131,ECI,phi-4,phi-4,accepted,qa_passed,seed-medium,Phi,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,phi-4,True,True,True,True,True,False,False,,,True,False,,,,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.
106,Gemma 3 27B,131,(126 - 133),google_gemma-3-27b-it@iq4_xs,126.0,133.0,3.5,eci,eci:0106,Gemma 3 27B,Gemma 3 27B,131,ECI,google_gemma-3-27b-it@iq4_xs,google_gemma-3-27b-it@iq4_xs,accepted,qa_passed,seed-medium,Gemma,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,google_gemma-3-27b-it@iq4_xs,True,True,True,True,True,False,False,,,True,False,,,,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.
107,GPT-4.1 nano,131,(125 - 133),gpt-4.1-nano,125.0,133.0,4.0,eci,eci:0107,GPT-4.1 nano,GPT-4.1 nano,131,ECI,gpt-4.1-nano,gpt-4.1-nano,accepted,qa_passed,seed-medium,GPT-4,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gpt-4.1-nano,True,True,True,True,True,False,False,,,True,False,,,,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.
108,Grok-2 (Dec 2024),131,(126 - 132),grok-2,126.0,132.0,3.0,eci,eci:0108,Grok-2 (Dec 2024),Grok-2 (Dec 2024),131,ECI,grok-2,grok-2,accepted,qa_passed,seed-medium,Grok,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,grok-2,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
109,Llama 4 Scout,131,(126 - 132),,126.0,132.0,3.0,eci,eci:0109,Llama 4 Scout,Llama 4 Scout,131,ECI,,meta.llama4-scout-17b-instruct-v1:0,accepted,reviewed_2026_07_eci_refresh,high,Llama,epoch_eci_refresh_2026_07,,unknown,,not_reasoning,,,epoch_eci_scores_csv_2026_07_28; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"Epoch's 'Llama 4 Scout' is the Llama 4 Scout 17B instruct model that LLM Chess runs as meta.llama4-scout-17b-instruct-v1:0; bullshit_bench already maps meta-llama/llama-4-scout to it, and the sibling ECI 'Llama 4 Maverick' row is already accepted against the matching Maverick player. Both sides are non-reasoning, so no reasoning clause applies.",The prior unmatched status came from legacy bridge-column seeding rather than a reviewed identity judgement.,cross_ref_eci_refresh_2026_07,,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
110,Gemini 1.5 Flash (Sep 2024),130,(124 - 132),gemini-1.5-flash-001,124.0,132.0,4.0,eci,eci:0110,Gemini 1.5 Flash (Sep 2024),Gemini 1.5 Flash (Sep 2024),130,ECI,gemini-1.5-flash-001,gemini-1.5-flash-001,accepted,qa_passed,seed-medium,Gemini 1,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gemini-1.5-flash-001,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
111,Claude 3.5 Sonnet,130,,claude-3-5-sonnet,,,,eci,eci:0111,Claude 3.5 Sonnet,Claude 3.5 Sonnet,130,ECI,claude-3-5-sonnet,claude-3-5-sonnet,accepted,qa_passed,seed-medium,Claude 3,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,claude-3-5-sonnet,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
112,GPT-4o (Nov 2024),129,(124 - 132),gpt-4o-2024-11-20,124.0,132.0,4.0,eci,eci:0112,GPT-4o (Nov 2024),GPT-4o (Nov 2024),129,ECI,gpt-4o-2024-11-20,gpt-4o-2024-11-20,accepted,qa_passed,seed-medium,GPT,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gpt-4o-2024-11-20,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
113,GPT-4o (Aug 2024),129,(124 - 131),gpt-4o-2024-08-06,124.0,131.0,3.5,eci,eci:0113,GPT-4o (Aug 2024),GPT-4o (Aug 2024),129,ECI,gpt-4o-2024-08-06,gpt-4o-2024-08-06,accepted,qa_passed,seed-medium,GPT,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gpt-4o-2024-08-06,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
114,Qwen2.5-72B,129,(123 - 131),qwen2.5-72b-instruct,123.0,131.0,4.0,eci,eci:0114,Qwen2.5-72B,Qwen2.5-72B,129,ECI,qwen2.5-72b-instruct,qwen2.5-72b-instruct,accepted,qa_passed,seed-medium,Qwen2,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,qwen2.5-72b-instruct,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
