eval_id,mapping_file,eval_row_id,eval_model_label,llm_chess_player,eval_variant_label,mapping_status,review_status,confidence,provider_group,provider_group_source,provider_group_confidence,provider_or_family,version_or_release_clue,reasoning_or_system_config,eval_reasoning_kind,eval_reasoning_effort,llm_chess_reasoning_kind,llm_chess_reasoning_effort,reasoning_rule_applied,evidence_refs,rationale,open_questions,reviewer,source_llm_chess_model
arc_agi_2,arc_agi_2.csv,arc_agi_2:0145:claude_sonnet_4_thinking_8k,Claude Sonnet 4 (Thinking 8K),,Claude Sonnet 4 (Thinking 8K),ambiguous,qa_passed,low,Anthropic,mapping_provider_or_family,medium,Anthropic,2025-05-14,,reasoning_or_configured,8k,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Thinking budget is not represented exactly in llm_chess.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0105:claude_sonnet_4_5_thinking_1k,Claude Sonnet 4.5 (Thinking 1K),,Claude Sonnet 4.5 (Thinking 1K),ambiguous,qa_passed,low,Anthropic,mapping_provider_or_family,medium,Anthropic,2025-09-29,,reasoning_or_configured,1k,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Thinking budget is not represented exactly in llm_chess.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0108:claude_sonnet_4_5_thinking_32k,Claude Sonnet 4.5 (Thinking 32K),,Claude Sonnet 4.5 (Thinking 32K),ambiguous,qa_passed,low,Anthropic,mapping_provider_or_family,medium,Anthropic,2025-09-29,,reasoning_or_configured,32k,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Thinking budget is not represented exactly in llm_chess.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0106:claude_sonnet_4_5_thinking_8k,Claude Sonnet 4.5 (Thinking 8K),,Claude Sonnet 4.5 (Thinking 8K),ambiguous,qa_passed,low,Anthropic,mapping_provider_or_family,medium,Anthropic,2025-09-29,,reasoning_or_configured,8k,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Thinking budget is not represented exactly in llm_chess.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0059:claude_sonnet_4_6_max,Claude Sonnet 4.6 (Max),,Claude Sonnet 4.6 (Max),ambiguous,qa_passed,low,Anthropic,mapping_provider_or_family,medium,Anthropic,2026-02-17,,reasoning_or_configured,max,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Max configuration is not represented in the current llm_chess inventory.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0137:codex_mini_latest,Codex Mini (Latest),,Codex Mini (Latest),ambiguous,qa_passed,low,OpenAI,mapping_provider_or_family,medium,OpenAI,2025-05-23,,unknown,,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Version and effort are under-specified against the current llm_chess codex-mini ladder.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0162:gpt_4_5,GPT-4.5,,GPT-4.5,ambiguous,qa_passed,low,OpenAI,mapping_provider_or_family,medium,OpenAI,2025-02-27,,unknown,,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,The current llm_chess row is preview-suffixed and should not be collapsed automatically.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0075:gpt_5_2,GPT-5.2,,GPT-5.2,ambiguous,qa_passed,low,OpenAI,mapping_provider_or_family,medium,OpenAI,2025-12-11,,unknown,,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,The base label is under-specified against chat and tiered variants in llm_chess.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0068:gpt_5_2_refine,GPT-5.2 (Refine.),,GPT-5.2 (Refine.),ambiguous,qa_passed,low,Johan Land,mapping_provider_or_family,low,Johan Land,2026-02-03,,reasoning_or_configured,,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Refine. is a benchmark system/config rather than a plain llm_chess player id.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0081:gpt_5_2_pro_high,GPT-5.2 Pro (High),,GPT-5.2 Pro (High),ambiguous,qa_passed,low,OpenAI,mapping_provider_or_family,medium,OpenAI,2025-12-11,,reasoning_or_configured,high,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,The Pro axis is not represented in llm_chess.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0080:gpt_5_2_pro_medium,GPT-5.2 Pro (Medium),,GPT-5.2 Pro (Medium),ambiguous,qa_passed,low,OpenAI,mapping_provider_or_family,medium,OpenAI,2025-12-11,,reasoning_or_configured,medium,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,The Pro axis is not represented in llm_chess.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0082:gpt_5_2_pro_xhigh,GPT-5.2 Pro (xHigh),,GPT-5.2 Pro (xHigh),ambiguous,qa_passed,low,OpenAI,mapping_provider_or_family,medium,OpenAI,2025-12-11,,reasoning_or_configured,xhigh,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,The Pro and xHigh axes are not represented in llm_chess.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0056:gpt_5_4_pro_xhigh,GPT-5.4 Pro (xHigh),,GPT-5.4 Pro (xHigh),ambiguous,qa_passed,low,OpenAI,mapping_provider_or_family,medium,OpenAI,2026-03-04,,reasoning_or_configured,xhigh,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,The Pro axis is not represented in llm_chess and should not be collapsed onto plain GPT-5.4.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0172:gemini_2_0_flash,Gemini 2.0 Flash,,Gemini 2.0 Flash,ambiguous,qa_passed,low,Google,mapping_provider_or_family,medium,Google,2025-02-02,,unknown,,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Multiple 2.0 Flash rows exist in llm_chess and the ARC label is under-specified.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0138:gemini_2_5_flash_preview,Gemini 2.5 Flash (Preview),,Gemini 2.5 Flash (Preview),ambiguous,qa_passed,low,Google,mapping_provider_or_family,medium,Google,2025-05-20,,unknown,,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Preview axis is distinct and not proven equivalent to the stored llm_chess row.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0141:gemini_2_5_flash_preview_thinking_16k,Gemini 2.5 Flash (Preview) (Thinking 16K),,Gemini 2.5 Flash (Preview) (Thinking 16K),ambiguous,qa_passed,low,Google,mapping_provider_or_family,medium,Google,2025-05-20,,reasoning_or_configured,16k,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Preview/reasoning-budget combination is not represented exactly in llm_chess.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0139:gemini_2_5_flash_preview_thinking_1k,Gemini 2.5 Flash (Preview) (Thinking 1K),,Gemini 2.5 Flash (Preview) (Thinking 1K),ambiguous,qa_passed,low,Google,mapping_provider_or_family,medium,Google,2025-05-20,,reasoning_or_configured,1k,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Preview/reasoning-budget combination is not represented exactly in llm_chess.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0142:gemini_2_5_flash_preview_thinking_24k,Gemini 2.5 Flash (Preview) (Thinking 24K),,Gemini 2.5 Flash (Preview) (Thinking 24K),ambiguous,qa_passed,low,Google,mapping_provider_or_family,medium,Google,2025-05-20,,reasoning_or_configured,24k,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Preview/reasoning-budget combination is not represented exactly in llm_chess.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0140:gemini_2_5_flash_preview_thinking_8k,Gemini 2.5 Flash (Preview) (Thinking 8K),,Gemini 2.5 Flash (Preview) (Thinking 8K),ambiguous,qa_passed,low,Google,mapping_provider_or_family,medium,Google,2025-05-20,,reasoning_or_configured,8k,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Preview/reasoning-budget combination is not represented exactly in llm_chess.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0169:gemini_2_5_pro_preview,Gemini 2.5 Pro (Preview),,Gemini 2.5 Pro (Preview),ambiguous,qa_passed,low,Google,mapping_provider_or_family,medium,Google,2025-02-19,,unknown,,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Two dated preview rows exist in llm_chess.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0170:gemini_2_5_pro_preview_thinking_1k,"Gemini 2.5 Pro (Preview, Thinking 1K)",,"Gemini 2.5 Pro (Preview, Thinking 1K)",ambiguous,qa_passed,low,Google,mapping_provider_or_family,medium,Google,2025-02-19,,reasoning_or_configured,1k,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Preview/reasoning-budget combination is not represented exactly in llm_chess.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0128:gemini_2_5_pro_thinking_16k,Gemini 2.5 Pro (Thinking 16K),,Gemini 2.5 Pro (Thinking 16K),ambiguous,qa_passed,low,Google,mapping_provider_or_family,medium,Google,2025-06-17,,reasoning_or_configured,16k,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Preview/reasoning-budget combination is not represented exactly in llm_chess.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0126:gemini_2_5_pro_thinking_1k,Gemini 2.5 Pro (Thinking 1K),,Gemini 2.5 Pro (Thinking 1K),ambiguous,qa_passed,low,Google,mapping_provider_or_family,medium,Google,2025-06-17,,reasoning_or_configured,1k,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Preview/reasoning-budget combination is not represented exactly in llm_chess.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0129:gemini_2_5_pro_thinking_32k,Gemini 2.5 Pro (Thinking 32K),,Gemini 2.5 Pro (Thinking 32K),ambiguous,qa_passed,low,Google,mapping_provider_or_family,medium,Google,2025-06-17,,reasoning_or_configured,32k,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Preview/reasoning-budget combination is not represented exactly in llm_chess.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0127:gemini_2_5_pro_thinking_8k,Gemini 2.5 Pro (Thinking 8K),,Gemini 2.5 Pro (Thinking 8K),ambiguous,qa_passed,low,Google,mapping_provider_or_family,medium,Google,2025-06-17,,reasoning_or_configured,8k,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Preview/reasoning-budget combination is not represented exactly in llm_chess.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0062:gemini_3_deep_think_2_26,Gemini 3 Deep Think (2/26),,Gemini 3 Deep Think (2/26),ambiguous,qa_passed,low,Google,mapping_provider_or_family,medium,Google,2026-02-12,,reasoning_or_configured,,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Deep Think is a separate reasoning setup and has no exact llm_chess row.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0061:gemini_3_deep_think_preview_2,Gemini 3 Deep Think (Preview) ²,,Gemini 3 Deep Think (Preview) ²,ambiguous,qa_passed,low,Google,mapping_provider_or_family,medium,Google,2026-02-12,,reasoning_or_configured,,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Deep Think is a separate reasoning setup and has no exact llm_chess row.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0083:gemini_3_pro_refine,Gemini 3 Pro (Refine.),,Gemini 3 Pro (Refine.),ambiguous,qa_passed,low,Poetiq,mapping_provider_or_family,low,Poetiq,2025-12-04,,reasoning_or_configured,,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Refine. is a benchmark system/config rather than a plain llm_chess player id.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0167:grok_3,Grok 3,,Grok 3,ambiguous,qa_passed,low,xAI,mapping_provider_or_family,medium,xAI,2025-02-19,,unknown,,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Beta axis is present in llm_chess and the ARC label does not resolve it.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0168:grok_3_mini_low,Grok 3 Mini (Low),,Grok 3 Mini (Low),ambiguous,qa_passed,low,xAI,mapping_provider_or_family,medium,xAI,2025-02-19,,reasoning_or_configured,low,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Both beta and non-beta low rows exist in llm_chess.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0122:grok_4_refine,Grok 4 (Refine.),,Grok 4 (Refine.),ambiguous,qa_passed,low,J. Berman,mapping_provider_or_family,low,J. Berman,2025-08-07,,reasoning_or_configured,,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,"Refine. is a benchmark system/config rather than a plain llm_chess player id. AUTHOR is the only field distinguishing this row from the adjacent arc_agi_2:0097 Grok 4 (Refine.) row, and provider_or_family previously carried that row's 'E. Pang' value by copy error.",Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0123:grok_4_refine,Grok 4 (Refine.),,Grok 4 (Refine.),ambiguous,qa_passed,low,E. Pang,mapping_provider_or_family,low,E. Pang,2025-08-07,,reasoning_or_configured,,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Refine. is a benchmark system/config rather than a plain llm_chess player id.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0125:grok_4_thinking,Grok 4 (Thinking),,Grok 4 (Thinking),ambiguous,qa_passed,low,xAI,mapping_provider_or_family,medium,xAI,2025-07-09,,reasoning_or_configured,,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,The ARC label does not specify whether this is the fast or 4.20 reasoning variant in llm_chess.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0049:grok_4_20_beta_reasoning,Grok 4.20 (Beta Reasoning),,Grok 4.20 (Beta Reasoning),ambiguous,qa_passed,low,xAI,mapping_provider_or_family,medium,xAI,2026-03-05,,reasoning_or_configured,,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Beta variant is not represented exactly in the current llm_chess inventory.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0161:llama_4_scout,Llama 4 Scout,,Llama 4 Scout,ambiguous,qa_passed,low,Meta,mapping_provider_or_family,medium,Meta,2025-04-05,,unknown,,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Two current Scout-family rows exist in llm_chess; keep the mapping ambiguous.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0088:opus_4_5_thinking_16k,"Opus 4.5 (Thinking, 16K)",,"Opus 4.5 (Thinking, 16K)",ambiguous,qa_passed,low,Anthropic,mapping_provider_or_family,medium,Anthropic,2025-11-24,,reasoning_or_configured,16k,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Two plausible 16K llm_chess rows exist; keep ambiguous until evidence resolves the dated variant.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0086:opus_4_5_thinking_1k,"Opus 4.5 (Thinking, 1K)",,"Opus 4.5 (Thinking, 1K)",ambiguous,qa_passed,low,Anthropic,mapping_provider_or_family,medium,Anthropic,2025-11-24,,reasoning_or_configured,1k,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Thinking budget does not match a unique llm_chess row.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0089:opus_4_5_thinking_32k,"Opus 4.5 (Thinking, 32K)",,"Opus 4.5 (Thinking, 32K)",ambiguous,qa_passed,low,Anthropic,mapping_provider_or_family,medium,Anthropic,2025-11-24,,reasoning_or_configured,32k,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Thinking budget is not represented exactly in llm_chess.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0090:opus_4_5_thinking_64k,"Opus 4.5 (Thinking, 64K)",,"Opus 4.5 (Thinking, 64K)",ambiguous,qa_passed,low,Anthropic,mapping_provider_or_family,medium,Anthropic,2025-11-24,,reasoning_or_configured,64k,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Thinking budget is not represented exactly in llm_chess.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0087:opus_4_5_thinking_8k,"Opus 4.5 (Thinking, 8K)",,"Opus 4.5 (Thinking, 8K)",ambiguous,qa_passed,low,Anthropic,mapping_provider_or_family,medium,Anthropic,2025-11-24,,reasoning_or_configured,8k,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Thinking budget does not match a unique llm_chess row.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0177:o3_preview_low_1,"o3 (Preview, Low) ¹",,"o3 (Preview, Low) ¹",ambiguous,qa_passed,low,OpenAI,mapping_provider_or_family,medium,OpenAI,2024-12-20,,reasoning_or_configured,low,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Preview axis is distinct and should not be collapsed onto plain o3-low.,Needs stronger source evidence before collapsing variants.,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0179:architects,ARChitects,,ARChitects,excluded,qa_passed,high,ARC Prize 2024,mapping_provider_or_family,low,ARC Prize 2024,2024-11-03,,unknown,,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,"System-level benchmark entry, not a plain llm_chess model identity.",,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0185:avg_mturker,Avg. Mturker,,Avg. Mturker,excluded,qa_passed,high,Human,mapping_provider_or_family,low,Human,,,unknown,,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Human baseline row.,,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0121:hierarchical_reasoning_model_hrm,Hierarchical Reasoning Model (HRM),,Hierarchical Reasoning Model (HRM),excluded,qa_passed,high,Bespoke,mapping_provider_or_family,low,Bespoke,2025-08-07,,reasoning_or_configured,,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,"Research/system baseline, not a mapped llm_chess model row.",,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0184:human_panel,Human Panel,,Human Panel,excluded,qa_passed,high,Human,mapping_provider_or_family,low,Human,,,unknown,,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Human baseline row.,,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0183:icecuber,Icecuber,,Icecuber,excluded,qa_passed,high,ARC Prize 2024,mapping_provider_or_family,low,ARC Prize 2024,2023-11-03,,unknown,,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,"System-level benchmark entry, not a plain llm_chess model identity.",,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0180:nvarc,NVARC,,NVARC,excluded,qa_passed,high,ARC Prize 2025,mapping_provider_or_family,low,ARC Prize 2025,2024-11-03,,unknown,,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,"System-level benchmark entry, not a plain llm_chess model identity.",,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0186:stem_grad,Stem Grad,,Stem Grad,excluded,qa_passed,high,Human,mapping_provider_or_family,low,Human,,,unknown,,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Human baseline row.,,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0097:tiny_recursion_model_trm,Tiny Recursion Model (TRM),,Tiny Recursion Model (TRM),excluded,qa_passed,high,Bespoke,mapping_provider_or_family,low,Bespoke,2025-10-07,,unknown,,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,"Research/system baseline, not a mapped llm_chess model row.",,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0035:claude_4_7_low,Claude 4.7 (Low),,Claude 4.7 (Low),unmatched,qa_passed,high,Anthropic,mapping_provider_or_family,medium,Anthropic,2026-04-16,,reasoning_or_configured,low,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,No matching family/version exists in the current llm_chess inventory.,,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0038:claude_4_7_max,Claude 4.7 (Max),,Claude 4.7 (Max),unmatched,qa_passed,high,Anthropic,mapping_provider_or_family,medium,Anthropic,2026-04-16,,reasoning_or_configured,max,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,No matching family/version exists in the current llm_chess inventory.,,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0036:claude_4_7_medium,Claude 4.7 (Medium),,Claude 4.7 (Medium),unmatched,qa_passed,high,Anthropic,mapping_provider_or_family,medium,Anthropic,2026-04-16,,reasoning_or_configured,medium,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,No matching family/version exists in the current llm_chess inventory.,,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0000:claude_opus_5_high,Claude Opus 5 (High),,Claude Opus 5 (High),unmatched,reviewed_2026_07_arc_refresh,high,Anthropic,mapping_provider_or_family,medium,Anthropic,2026-07-24,,reasoning_or_configured,high,,,,arc_leaderboard_row; arc_evaluations_json; model_identity_review; llm_chess_inventory,LLM Chess has run no Claude Opus 5 model; elo_refined.csv stops at claude-opus-4-8_adaptive-thinking-high. A same-family earlier version is not a match.,Revisit once a Claude Opus 5 run exists in elo_refined.csv.,cross_ref_refresh_jul_2026,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0001:claude_opus_5_max,Claude Opus 5 (Max),,Claude Opus 5 (Max),unmatched,reviewed_2026_07_arc_refresh,high,Anthropic,mapping_provider_or_family,medium,Anthropic,2026-07-24,,reasoning_or_configured,max,,,,arc_leaderboard_row; arc_evaluations_json; model_identity_review; llm_chess_inventory,LLM Chess has run no Claude Opus 5 model; elo_refined.csv stops at claude-opus-4-8_adaptive-thinking-high. A same-family earlier version is not a match.,Revisit once a Claude Opus 5 run exists in elo_refined.csv.,cross_ref_refresh_jul_2026,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0021:glm_5_2,GLM-5.2,,GLM-5.2,unmatched,reviewed_2026_07_arc_refresh,high,Z.ai,mapping_provider_or_family,medium,Z.ai,2026-06-13,,unknown,,,,,arc_leaderboard_row; arc_evaluations_json; model_identity_review; llm_chess_inventory,"zai.glm-5 is GLM-5, a different release. Same-family-different-version rows are not matches; the eci and vals_index mappings hold GLM-5.2 unmatched on the same grounds.",Revisit once a GLM-5.2 run exists in elo_refined.csv.,cross_ref_refresh_jul_2026,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0112:gpt_5_minimal,GPT-5 (Minimal),,GPT-5 (Minimal),unmatched,qa_passed,high,OpenAI,mapping_provider_or_family,medium,OpenAI,2025-08-07,,unknown,minimal,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Minimal tier is not represented in the current llm_chess inventory.,,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0116:gpt_5_mini_minimal,GPT-5 Mini (Minimal),,GPT-5 Mini (Minimal),unmatched,qa_passed,high,OpenAI,mapping_provider_or_family,medium,OpenAI,2025-08-07,,unknown,minimal,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Minimal tier is not represented in the current llm_chess inventory.,,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0120:gpt_5_nano_minimal,GPT-5 Nano (Minimal),,GPT-5 Nano (Minimal),unmatched,qa_passed,high,OpenAI,mapping_provider_or_family,medium,OpenAI,2025-08-07,,unknown,minimal,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Minimal tier is not represented in the current llm_chess inventory.,,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0098:gpt_5_pro,GPT-5 Pro,,GPT-5 Pro,unmatched,qa_passed,high,OpenAI,mapping_provider_or_family,medium,OpenAI,2025-10-06,,unknown,,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Pro tier is not represented in the current llm_chess inventory.,,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0079:gpt_5_2_xhigh,GPT-5.2 (xHigh),,GPT-5.2 (xHigh),unmatched,qa_passed,high,OpenAI,mapping_provider_or_family,medium,OpenAI,2025-12-11,,reasoning_or_configured,xhigh,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,xHigh tier is not represented in the current llm_chess inventory.,,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0040:gpt_5_4_mini_xhigh,GPT-5.4 Mini (xHigh),,GPT-5.4 Mini (xHigh),unmatched,qa_passed,high,OpenAI,mapping_provider_or_family,medium,OpenAI,2026-03-17,,reasoning_or_configured,xhigh,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Only the High mini tier exists in the current llm_chess inventory.,,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0047:gpt_5_4_nano_low,GPT-5.4 Nano (Low),,GPT-5.4 Nano (Low),unmatched,qa_passed,high,OpenAI,mapping_provider_or_family,medium,OpenAI,2026-03-17,,reasoning_or_configured,low,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Only the High nano tier exists in the current llm_chess inventory.,,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0046:gpt_5_4_nano_medium,GPT-5.4 Nano (Medium),,GPT-5.4 Nano (Medium),unmatched,qa_passed,high,OpenAI,mapping_provider_or_family,medium,OpenAI,2026-03-17,,reasoning_or_configured,medium,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Only the High nano tier exists in the current llm_chess inventory.,,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0044:gpt_5_4_nano_xhigh,GPT-5.4 Nano (xHigh),,GPT-5.4 Nano (xHigh),unmatched,qa_passed,high,OpenAI,mapping_provider_or_family,medium,OpenAI,2026-03-17,,reasoning_or_configured,xhigh,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Only the High nano tier exists in the current llm_chess inventory.,,published_mapping_review,
